w_mm,R_mm,lambda_nm,f_mm,S_mm,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,a13,a14,a15,a16,a17,a18,a19,a20
0.592630224331111,6.023306631814046,1324.247469658898,178.99726157916035,9.638509432589892,0.48537303276544547,-1.7821188365654954,0.6882445008861702,-0.5943478341738611,-0.3283848471540518,0.049787986962617714,-0.1653386476400382,0.12737695527969564,1.0761385949762827,-0.43982229271601353,1.2307807352085804,-0.04679038617734427,1.288774864577329,-0.9689820175302784,-0.030922789308557574,0.21419321638263109,1.8536149378342852,0.21406870066370157,-0.48654974521160865,-0.5000982070781366,-1.407898076431423
4.864594334728975,9.807082871517709,1340.4953846011192,215.13102431764787,3.962230350004723,1.181321020745445,-2.7795166945969303,1.3291197077686603,-0.3626694605402278,0.8088378867109622,0.17627594501821986,0.4314143907486463,-1.5495497388670147,-0.9232206152084755,-0.7630719603997179,1.6057400334115945,-0.042545171802280145,1.8478147792515356,0.21805474184513501,-0.1383114287782753,1.4229609672658186,1.7521006242736272,-1.9286402667548388,-1.3216358435931026,0.057502313565375565,-2.7549867602852975
4.2459918836018975,8.954607859125204,1525.7894592328612,87.75408228300918,8.973313033751229,1.199505721801964,-3.0,0.5909687744751136,-0.5055610310733634,0.3608570054338475,0.010736903543742862,0.5147631263856717,-1.2602751373833414,0.2321566662733882,-0.5269930170892582,0.6136499737668726,0.17581164299237492,2.4321424776904546,0.10702408841020815,-0.09695457809281638,1.0127592751362204,1.2471694913839848,-1.5497819071480332,-0.9568877748978502,-0.23010334330400448,-2.419042075014406
1.4555259980522428,5.413156474611016,977.1499606781792,73.52436752249257,8.628502367940843,0.4234445757508336,-1.5463169849959564,0.110431875930664,-0.4022539632797218,-0.38068658207647266,-0.15227823407492097,0.29672102008731255,-0.35099459131412847,0.3929091990266043,-0.056360072886215015,0.6372780271612867,-0.016093520754774736,1.0018889993575621,-0.33869832902261854,-0.022238410164859834,0.14955522683603384,1.0517975412908491,-0.0004040146734973077,-0.45273850151147954,-0.5937891454816722,-1.1629703578145518
1.318212352431953,7.211358433740215,923.2004116868977,164.05570835285732,2.8961235759480655,0.3421420110378599,-0.8829021675384087,1.1797485424647338,0.0456802820536646,0.5977048202393491,-0.2907894712295949,-0.32689992109769356,-0.4472957056877506,-1.4444652076628317,0.052907837474379826,1.3592953584610197,-0.4060634513021255,0.371719603252433,-0.27245110056946276,-0.410386473473904,0.3424918090869785,1.422578805964392,-0.30836493735541576,-0.3850345113222936,-0.08998392740853234,-1.3173785963028044
1.325320294340452,5.105693847719494,1266.4969462634526,83.41108669874559,6.6186136070494275,0.3104168425676221,-1.375980450229014,0.32019632579400553,-0.3517693356914051,-0.0604034117824112,-0.09447106917896417,-0.0008665499394152967,-0.5912150312169542,0.2885384602534279,-0.2171899251922239,0.6074768311350225,-0.22981027005552157,0.8255358412670464,-0.44142764469872287,-0.23169645515004622,0.4140546131008336,1.0225243942566005,-0.11291080120555724,-0.5488875312860191,-0.3905996623597632,-1.139355823592431
1.8690900933179198,8.326209618855167,552.3412547932155,96.69861888563332,1.6541408403083337,0.5889246531188537,-0.39190123368521335,1.0811871550052001,0.32014225722619294,1.1734517696581457,0.04152825513909247,-0.5882437119120378,-0.6088957391168289,-2.6271352514595567,0.1868704514300842,1.2618221801217073,0.31444253291803403,0.08588503744669693,0.27621003736219973,-0.5288684262776648,0.507863541936251,1.454412525147633,-0.5516902551906263,0.047922676401422684,0.21258766151111427,-1.4319541288531186
2.86140394234507,7.453049228693607,1028.9528408620927,415.8177824272717,8.530396485251154,0.8624521646229685,-2.8947652493723957,1.7243227338392861,-0.9503979659877528,-0.28981597041251805,-0.40562282286241214,0.7175030882339114,-0.3838321534409521,1.0421724472654486,-1.703687963041483,2.2574077654509397,0.4019220654040513,1.3260494177851245,-0.884653670147284,-0.18684567712508482,1.237920020785469,2.9870591393681725,-0.7144802905855326,-1.7895486540852426,-0.5141672761602888,-2.2951993759336236
2.4437525838895207,5.236960551129469,1028.1847401504785,67.49316365751018,2.5709129515314686,0.8377972248632476,-0.5370953146046001,0.5582360910836779,0.2235407195675832,0.786225892204291,-0.7421445029565786,-0.4200445209089131,-0.727462647465466,-1.4593835133694213,0.5270308122670488,0.9722283101635902,-0.40718290989095984,0.7239319625505798,-0.022143835341971327,-0.0005683159677316932,0.293201912337657,0.6606348639955896,-0.447534877880273,-0.02339170998087843,0.18795091523077503,-1.1860452768390455
1.8105311308911887,8.620617498703748,502.8940912319453,346.5242572706342,1.6373323124718806,0.41609430531616903,-1.128068265745129,2.0435939195813724,-0.3721096143702113,1.0716889742805875,0.11403616122355158,-0.4679942210058653,-0.4503590868970671,-2.073897259842328,-0.6366868801997637,1.999901655749254,0.4644084242178844,-0.13039885705829113,-0.3009366300671733,-0.4810507160935294,0.8033990838119934,2.5526517198224083,-0.7502119814189404,-0.7717941564669527,-0.002221914820280127,-1.900850173675953
3.2533380262507077,7.504922450998189,880.6816983329506,172.65098696693025,4.601971859849301,0.7833369437577876,-1.7980363875970649,0.8724546151257769,-0.3805465223878337,0.112402310593419,0.11006708508468477,0.3264583232030243,-0.9527210481922831,-0.942820321036955,-0.4973875009269291,1.1270055610404477,0.2494403874993328,1.1020322996521126,0.05729969335090568,-0.20370069142816932,0.645279700820252,1.5849061477836799,-0.9214285679931115,-0.998968202153083,0.1029906587441077,-1.7961311438480612
1.1277223729341883,5.607031757082994,1381.2775183522822,442.1955563186569,6.192299247396791,0.655724583855552,-1.6010324293053293,1.9298597354711482,-0.8532410475298785,-0.13022611695782865,-0.5048990442958726,-0.2857009641286888,0.14585926806269328,1.3904110195790482,-0.6519462235657657,2.0402219464182947,-0.7415707780286641,0.7548520123783068,-1.9474001394331724,-0.2492643605326395,0.46639614041295213,2.4634392412051445,0.25845827815629985,-0.9228553539788698,-0.6519514730584062,-1.670173625206126
1.8146509184084816,7.996057924623779,1384.5766652938592,268.2465280598748,8.69425262703794,0.902473743342523,-2.4575680524016743,1.4804138588995348,-0.6683134307179179,-0.014726922942519245,0.023201207617507325,0.2978351051304561,-0.16471010517323526,0.8756234141602506,-1.128822874262177,1.8645141086812411,-0.11761894537701205,1.4013977751567714,-1.0765934014739724,-0.3272860139394657,0.8363509995675764,2.3319544806356096,-0.37784867174424813,-0.9141920063357077,-0.5879436411593741,-2.002679022598404
2.148628294821613,6.193168749055579,514.1233146576332,187.50940669752157,9.768182729695628,0.7188737571482302,-2.076205532930836,0.5823928446036831,-0.6514505851427372,-0.5990743232628627,-0.09483551238294699,0.7621657698012126,-0.3096160510736799,-0.08995997186318375,-0.4550719479439598,1.2333789149861154,0.4606140870224431,0.9588776234741774,-0.03990764249438154,-0.37274530463960764,0.37320360372224587,1.7637542731237164,-0.047477852089246375,-1.1620191381842873,-0.23015444805553048,-1.1792258189086129
2.552314928976662,5.381637589522075,504.3290151600055,282.93752106024556,4.955432613128773,0.3990807222867938,-1.2090616470755897,0.4847320581934964,-0.3406023221789117,-0.5516311638753479,-0.18080869813354591,0.47299220948083803,-0.6386652841743987,-0.2603929723551972,-0.6817059278473202,1.218709440262187,0.5013902375325925,0.46097776185553024,-0.40400118665287765,-0.19366369052388033,0.5163525026722084,1.77806123086289,-0.217272580047633,-1.19526098631414,-0.08257798434604607,-1.0251287317387738
4.033291826268561,8.789528717492132,702.0997985522256,221.88110857037097,1.544022306867432,1.2868723734291252,-1.2063366977745547,1.6754332286325377,0.03880586382072128,0.9923582026372725,-0.09187668192684811,-0.11926827851637478,-1.5676995110092027,-2.365117320331909,-0.21078132821058637,1.5973800719247975,0.329237752873099,0.49681239337998745,0.3230692969160367,-0.21442748525401525,0.9350931333845547,1.8368713023461507,-1.2660041355827218,-0.6210538723662691,0.3352226863134776,-1.9243721437807624
1.3985320197126188,9.599866698627903,1405.9809719370924,303.9354791014236,7.742040211232836,0.31365125849075115,-2.5054000778628147,2.3652927965781254,-0.8524327851549413,0.03754256044008511,0.1004364220037851,0.1835250447253065,0.16987038045056507,0.8608207527861037,-1.409589615149323,1.8887497440975487,-0.022567009819000353,1.4070634470773098,-1.3404676849294632,-0.3864582947563193,0.990721544130477,2.400349108136501,-0.5703882377783791,-0.9071106883536522,-0.5112449848612296,-2.1346114931212012
2.814054972861252,8.433702174759834,548.2379728345238,101.53979074685671,6.086559306015437,0.5176409455295634,-1.6314251812102736,0.5609213548619708,-0.2800053180230589,-0.27396119943889125,0.43843695193453214,0.9624970236185353,-0.6322787026528971,-0.9865387136475618,-0.7748034762566529,0.843070496757698,0.595250373708961,0.8576196165477123,0.5877313416935381,-0.6513708426863317,0.4264233049528821,1.1639493532245604,-0.5931047109589581,-1.0232873134224032,-0.10489085508135697,-1.1009221273822516
3.165865559879191,8.794897184545432,1227.996323021563,498.64572626564797,5.0310221036001685,0.7149822817021835,-3.0,2.3755203724338796,-1.0261514104140468,0.014752519790116304,0.08953561925638243,0.5027399299251626,-0.7134949928890882,0.507459524592777,-1.8237230255422037,2.480989755055885,0.05941662152619069,1.554983856786411,-1.4375719070937492,-0.3372240838166079,1.5894910603076542,3.0,-0.915957945678543,-1.8834730705357021,-0.4431175587572796,-2.689387787711306
0.7090268572399898,6.844265194291122,516.3404625550687,241.5001449635229,3.783419909129707,-0.143984854535609,-0.9981004304427582,1.162823395330443,-0.23523939807737898,0.12417688193256049,0.18029624599591754,-0.1309777515406086,0.009906764820382837,-1.1321379735733221,-0.4386008079209856,1.2411935774097398,0.1824815638466164,-0.10437166260432731,-0.3423101090007906,-0.5993070953534372,0.44850506617583225,1.7157803459449938,-0.18309809922632425,-0.5757602554067628,-0.23052505720167543,-1.2582226026363434
3.2339518335564725,7.170763071404923,1116.608531809999,206.7037878683159,5.521586750591821,0.48548514623921923,-2.125988520506985,0.8762119183487171,-0.3195719536766396,0.005665862947327346,-0.15688466078486474,0.36367105375004677,-0.8651438228390117,-0.036616876607944986,-0.7501437013399272,1.0610438760763587,0.04422200206673539,1.3141970468570487,-0.39141908871895537,-0.06415389898939095,0.7203838192258164,1.5227782575554971,-0.8376672804534189,-1.125589376618062,-0.1701914545462978,-1.664800892283348
1.2673585565928118,5.657697749843306,809.4773939870165,369.5944317423192,4.0481164401132785,0.40364654113744264,-1.327445203325426,1.4980343104191478,-0.50033921204833,0.09916201368611605,-0.24064752996884348,-0.1838558032613297,-0.27523591727816893,-0.42894436284920534,-0.4576167715106286,1.4657451357708642,-0.11145359322038112,0.2623775507240275,-1.0716384594227795,-0.3737729513893454,0.7044263524602837,2.353107593756442,-0.08728252578198223,-0.8515416867178641,-0.21227055191777452,-1.383994664376184
0.7927321684337578,7.904274051061174,1307.251057410747,213.75473292289962,7.813106809726243,-0.00559705729237546,-1.9289490178332545,1.2567149715275043,-0.5561828092003522,-0.06606366950099031,-0.18442050077609962,0.27274079247895605,0.015532680881672555,0.6702433469157925,-0.7878555832649107,1.2413315012245028,-0.2660924754308876,1.0533070907130269,-1.0022529474572743,-0.24921814568852835,0.5712827493585241,2.0039668917139584,-0.27002608069274725,-0.6002232052686662,-0.40296834975462104,-1.7283260258829682
4.7699849176399995,9.586604426039523,668.7440161491681,424.97343726294093,5.89504326843377,0.9751667705107723,-3.0,1.8548590174455206,-1.0665345426801656,-0.4172724196906409,0.38458785449647814,1.6554362560775853,-1.4745628815619218,-0.2697127935067026,-2.110106180691374,1.9310673269904512,1.4276035880685256,1.2646643582052768,0.3289350636624348,-0.35867324261794453,1.8609494323505147,3.0,-1.4707046175816163,-2.536082165349468,0.09156924508287415,-2.952578484119545
4.845344148835517,9.776631412840173,1135.0821037984538,254.42182596219138,8.891629967387008,1.6186051077202384,-3.0,1.2761033721397272,-0.586711620815092,-0.29717249872414453,0.15426827639545354,1.221732935747768,-1.5424996391057275,0.27035896591487973,-1.4139624977625207,1.5924834339771805,0.8572389804911267,2.2732259604756186,0.1833884681770048,-0.05588168914339817,1.517242351008615,2.3268156485913996,-1.7931364334961426,-1.826620935475401,-0.2718435249026519,-3.0
4.137788066524076,8.752067398581525,671.0349147622677,373.8012859694457,5.891895231844979,0.6961512422180893,-2.9474312499720017,1.5817315244486654,-0.7470528021644915,-0.6593133193520765,0.28105303300730006,1.1118882208508798,-1.2859792325003134,-0.168375605132216,-1.884310255131918,1.6079039696788875,1.1617253733435955,0.9753907486881732,0.08838281808962253,-0.3335120446176312,1.346916380595997,2.6641847826132214,-0.9466189635064367,-2.2961079535970343,-0.09362226105801916,-2.302489804801946
1.870761961280168,6.445304045911691,1220.7093255789769,98.35394739884894,3.1443617200593703,0.531867805052774,-0.9167994065128798,0.8291701384160931,0.053983507748196144,0.6440851437362274,-0.44582805828106886,-0.3298138678776238,-0.7214254805837081,-1.080600638710766,0.16123207964286773,0.9647299174304886,-0.3374830644752538,0.6744175232977494,-0.429606775732131,-0.33779905963429613,0.5932281294529818,0.97960392369065,-0.39895660948572553,-0.20559132897882668,0.1250235388488479,-1.4035275980708408
0.9395245130287274,9.84057550763472,1404.729739744861,430.7536334998003,8.6598269400893,0.4659867014059929,-2.7244858070249136,3.0,-1.1573396131372435,0.0809724124493646,-0.03576165188116004,0.2721074010709525,0.6571920677726639,1.2993857722047237,-1.5697316991065091,2.762396040089153,0.18116654516723776,1.4978998135178083,-1.578338775595036,-0.48677452933813414,1.187139229071056,3.0,-0.5514878310365807,-1.237402096859359,-0.3899356012904114,-2.456206441833704
3.579048619304706,7.349932912431062,545.8220689957741,381.07309405014945,6.014971404370395,0.4496986848595871,-2.252326460389785,1.2825373082411526,-0.7013534006774946,-0.6092066494641016,0.08454862571158586,1.1282221269050863,-0.8275116443182087,-0.11673208840639918,-1.39002728450828,1.4561035502292037,0.923996308672787,0.860025855738656,-0.38026447201190194,-0.28315669797787324,1.0839756423820275,2.6224014922172985,-0.4696591111486499,-1.9638305254642394,0.002291621051320858,-1.8965378023453
2.480686221828206,7.574913567445298,1396.585041884829,145.27255030788456,2.861569343292051,0.9567304462584909,-0.946545330645346,1.331306242379415,-0.009570703732954294,0.9080643185359845,-0.32849029759450105,-0.3252833945529453,-0.7919995175444787,-1.2851852153182015,0.04212889555720028,1.2795422129568181,-0.5547985186690498,1.1371618989874699,-0.2801645655982765,-0.1504082885970663,0.879617353508671,1.292447340497898,-0.7937199413908209,-0.40566466073964036,0.019349512593223935,-1.798064579039448
1.0491720568015048,3.5156221090365167,1082.6115425764426,115.378704385604,6.611570289605999,0.43923150579518955,-1.0760185606093529,0.42853497768219806,-0.08335284627649131,-0.18516621087836982,-0.13441785066066186,0.055925430740968736,-0.35701713829160453,0.6465369583123401,-0.19111078050773328,0.6319556622079465,-0.19325037966778447,0.4463347819132727,-0.5664922261617855,-0.2797710095619174,-0.06473677935617801,1.0899652665815651,0.043049060152156315,-0.354617908643883,-0.6574719194227362,-0.9174835309247338
2.728296095500716,9.866771587427817,546.1770644970776,192.33155692653096,4.219450884481848,0.39748478738939536,-1.8224328075382943,1.3276634164261267,-0.19237152676878594,0.24317249892624365,0.7285503314896118,0.6070731592185115,-0.6118560458107538,-1.5793574894568387,-0.9408868593035644,1.2664003665491816,0.6353446902215549,0.46333740737290174,0.557985546486877,-0.7669936442894841,0.6320384969857978,1.9008605848713762,-0.8796127984708069,-1.3106726460935743,0.13325400125214268,-1.7205648075477735
0.6547483450184828,2.2941611729014055,891.6731336636688,489.23176371435693,8.599650510628592,0.46421841258270086,-1.0296998080174877,1.7593623764463804,-0.739495172830762,-0.22026511438220076,-0.4856871729894565,-0.24786908655279025,0.5363842147118285,1.5496619511612333,-1.239083155281142,1.8455095681727105,0.11241420939265595,-0.6331915111403174,-1.5610700050619983,-0.9407751382537917,0.012590610331361756,2.435038690464769,0.6352339217138548,-1.1523462958980666,-0.47388027225264395,-0.9605122177228362
4.59194180935452,9.513269008241785,584.9893375078626,165.57420855517637,5.079697647818885,0.9910544802975334,-2.1070303480861305,1.0657833994416066,-0.4384420840733847,-0.03023270188982996,0.48471125532001685,1.0723105964763082,-1.6298197658913098,-0.9588216461441501,-1.225794005978138,1.2642335941340532,1.0192066468207734,1.1237699376662529,0.9648783051730389,-0.40834076798689395,0.6059202208266792,1.5204405044132003,-1.10271190488544,-1.6332353282997172,0.1341251765132023,-1.583658825013923
1.6645099172000761,8.251435932725755,1205.400072196555,255.257244025985,7.537972222966751,0.20423195836746388,-2.117362324488757,1.416320695392952,-0.6252417731367654,0.02782390683061911,0.21855456612224333,0.39099517641761833,-0.010381731241866449,0.36059463423898835,-1.009690505792745,1.5253738189418153,-0.017258973774030476,1.181445649979539,-0.7814710929895188,-0.3841885825041445,1.0338350130440865,2.0143868716019795,-0.36169394211996175,-0.9210776103534972,-0.43406246132975723,-1.8764433988360072
3.481350279592919,9.10264332945674,1272.698354580642,63.50910157280134,1.8598258687261344,0.9216581946749612,-1.1269313900175575,1.0742737851675417,0.19537863506020067,1.37995167512308,0.01614753210545876,-0.414053382542318,-1.116451302251713,-2.2612608199692383,0.2579041999782879,1.5084222491567376,-0.5409547246112364,0.9047789486716029,0.45048946397218304,-0.47258469492858746,1.1687007044649187,1.0275963598822413,-1.2995830997841449,-0.1390960399049665,0.3714259355335643,-2.1658953777342598
1.9026998424023494,6.424034632149931,521.6659983137188,228.75238830480464,4.564219116721116,0.38174074412968473,-1.4760691692059775,0.7197149654183879,-0.23144227013878926,-0.06756295658706504,0.1526947085577512,0.2555254883475481,-0.5308104329753999,-0.5703846401453867,-0.3832327439378904,1.1769260185994486,0.298791280908469,0.44740080012221284,0.12269999152834299,-0.31933067262795733,0.30088759618351796,1.5769508515895354,-0.23787560984265416,-1.035323438545539,-0.054727570842801,-1.1114925708251355
2.8403060953001487,7.177384457317643,982.060830598841,307.09400694489625,9.849172928251589,1.1440185116374937,-2.7179806255006973,1.2843028614415544,-1.0242114838815177,-0.3459873922983677,-0.13838604416751135,0.7249794112281781,-0.6400322099496192,0.6213872687015232,-1.3023552732692325,1.5475210058173983,0.4616198854853995,1.30849875159172,-0.4467611606733892,-0.2569115257481929,1.0210553309391177,2.3337663289712727,-0.6374754606266715,-1.4913317754043012,-0.5264110989402639,-2.0837825777507946
2.9601962570447586,7.542494950124481,1336.8188144298047,478.9060756285843,8.276142605294336,1.1171435295804943,-3.0,2.2699744338260617,-1.0374633920013088,-0.17318218628816637,-0.26740712885336115,0.5260011049234252,-0.3112495992281956,1.3822612854998437,-1.6403351066198828,2.5537233533990613,0.11970085047660739,1.5569089833576804,-1.5221320739024908,-0.15785386123688172,1.4497954942048261,3.0,-0.7787819045771862,-1.6242231538425218,-0.5916060945555717,-2.5385902445968127
1.3318450498648717,4.602502665546897,1476.587497783646,282.531220223029,2.439467221302358,0.9109273753485954,-0.4547190977825022,1.8213373800501933,-0.0909672246895698,0.6721377234219629,-0.9804084273213589,-0.9132436245259477,-0.40018297661974594,-0.8700641724983181,0.1712493663152258,1.6417106317574004,-0.8893459262955667,0.4185636629245326,-1.349121943692087,-0.2103240624997611,0.6066035372689087,1.714660186815036,0.08977149877496407,-0.020227213169228833,-0.04403861027757236,-1.0862888255889058
4.863130824940513,9.782469149747707,990.5455467530355,418.5982967799595,3.4998764452952957,1.1407613257600877,-2.8926379715037935,2.122578396838045,-0.8405312445850531,0.3435403967396184,0.2769500726063409,0.6267556696261849,-1.3849141038067863,-1.0632220300488338,-1.7299188854508203,2.085132095701667,0.31970434709856876,1.6101758873160934,-0.3938931455922018,-0.13796004216393148,2.119452053652633,3.0,-1.899883138447315,-1.890840119156943,-0.05594012953740414,-2.9031386214691706
3.9880977051250155,8.95377336720115,1492.8211071531182,296.20743915600525,3.9683422797072496,1.0495053315227603,-2.6899584388680466,1.7235545573032849,-0.5287705209696314,0.6184830827773828,0.10839912435764655,0.15187313613529327,-0.9784818932317922,-0.3144933046418049,-1.1213509838730062,1.8573680894336055,-0.45868404949761976,1.732456303646746,-0.752251731344429,-0.14217280217464773,1.658996803498978,2.560000949594434,-1.4779732070380385,-1.0610412937048201,-0.29538790986917496,-2.7612822825650767
4.727745237038851,9.60170966228821,1016.0423160244343,68.35325604598314,6.853290044459011,1.110620027340374,-2.731220761937911,0.4560363275506889,-0.363214795377136,0.08119887613632579,0.4907137346022081,0.8468674587412794,-1.499880493725121,-0.7309216688131107,-0.6698279777166053,0.5862090602933258,0.48185166074349906,1.7775550181176774,0.9232939008547709,-0.2643798483707245,0.7672086272710816,1.0731522744440956,-1.4927468502025036,-1.231387078394826,-0.1036206717190047,-2.281263530103101
4.526723076924419,9.325544098378346,853.3190687898941,191.75372383539832,7.8129528354069,1.3421140881740756,-3.0,0.9395996431716509,-0.6138042277607147,-0.40326156807048485,0.3715984695219204,1.2631033989991787,-1.457742617446693,-0.6192438162261766,-1.2034836280550765,1.249237550406354,0.8955374298820596,1.6780351629417884,0.559939955881073,-0.33103043064412824,0.9201286475345657,1.8444857594279886,-1.3308157825347997,-1.6561999495224191,0.11403773314261634,-2.131194004567483
3.1905499046498833,8.757834452651377,1375.43359783583,308.99727852399644,7.745739479271188,0.9547466669185132,-3.0,1.6847067673103573,-0.7131767294643254,-0.09678333488427146,0.05033047461259128,0.5633260948818248,-0.49738864998399934,0.7945514266795248,-1.3568078342547771,1.7973048703384644,0.0690610727797286,1.912519043253416,-0.9364972846279416,-0.11313270258080027,1.2957103994594261,2.5084329986245475,-1.1754171678155891,-1.5012335294841854,-0.3609489261021797,-2.6381194997807405
4.6484340576040255,9.977877594737562,966.9301170268025,477.76728466900596,5.5888665067576255,0.7537524573846239,-3.0,2.154380063253553,-1.1898560698633796,-0.31157634868257184,0.32420177370751035,1.2966455633046112,-1.150770089392891,0.3150447276034749,-2.5001688505298447,2.1860094079326426,0.9964067268450236,1.7974961748822549,-0.40516693433001005,-0.025024153453719056,1.9514726989554751,3.0,-1.6632993400320364,-2.551026660215764,-0.2728346182658148,-3.0
0.8982162592336378,6.748411027619612,942.6878871492015,436.608661888055,8.297384840543362,0.28413348302446206,-2.1381158538722396,2.0434407400337937,-0.9598044638717689,-0.34623064472286214,-0.3117209415965255,0.08251330885294544,0.48394244805632664,0.9828620413184769,-1.07898116561629,2.175283537681592,0.22647796581267576,0.3401741106617957,-1.2991665233848768,-0.7680729763010563,0.763901901547014,2.843698119881486,-0.0904296463394205,-1.2045767601332704,-0.49136605967026264,-1.7169786877838804
1.3819228808861534,3.3208810586309716,963.8593628213025,152.76002638048143,4.933702744817276,0.507233321416377,-0.493217835206634,0.7761206079510037,-0.10002856295483267,-0.12154597717512881,-0.25226772988311347,-0.1551129659764186,-0.2488798777178059,0.12432944808051766,-0.315271137280501,0.5669379856757603,-0.2452298077945066,0.26152880268218937,-0.6296064863804154,-0.3209928550875788,0.17052649829663152,1.0475776419105405,0.04756903731692297,-0.35517187508996906,-0.21198823489553023,-0.7502450882673037
